year,province,subject_type,score,rank_min,rank_max,same_score_count,cumulative_count,batch_line_score,above_batch_line_count,source_url
2023,重庆,物理,634,2094,2156,63,2156,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,633,2157,2255,99,2255,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,632,2256,2338,83,2338,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,631,2339,2437,99,2437,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,630,2438,2533,96,2533,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,629,2534,2609,76,2609,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,628,2610,2711,102,2711,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,627,2712,2814,103,2814,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,626,2815,2912,98,2912,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,625,2913,3016,104,3016,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,624,3017,3142,126,3142,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,623,3143,3266,124,3266,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,622,3267,3396,130,3396,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,621,3397,3539,143,3539,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,620,3540,3673,134,3673,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,619,3674,3786,113,3786,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,618,3787,3922,136,3922,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,617,3923,4044,122,4044,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,616,4045,4174,130,4174,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,615,4175,4297,123,4297,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,614,4298,4456,159,4456,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,613,4457,4622,166,4622,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,612,4623,4755,133,4755,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,611,4756,4909,154,4909,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,610,4910,5068,159,5068,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,609,5069,5212,144,5212,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,608,5213,5388,176,5388,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,607,5389,5565,177,5565,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,606,5566,5740,175,5740,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,605,5741,5898,158,5898,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,604,5899,6055,157,6055,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,603,6056,6241,186,6241,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,602,6242,6420,179,6420,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,601,6421,6620,200,6620,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,600,6621,6806,186,6806,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,599,6807,6997,191,6997,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,598,6998,7192,195,7192,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,597,7193,7376,184,7376,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,596,7377,7570,194,7570,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,595,7571,7761,191,7761,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,594,7762,7956,195,7956,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,593,7957,8175,219,8175,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,592,8176,8363,188,8363,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,591,8364,8574,211,8574,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,590,8575,8793,219,8793,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,589,8794,9013,220,9013,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,588,9014,9265,252,9265,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,587,9266,9512,247,9512,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,586,9513,9741,229,9741,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,585,9742,9972,231,9972,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,584,9973,10187,215,10187,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,583,10188,10429,242,10429,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,582,10430,10680,251,10680,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,581,10681,10917,237,10917,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,580,10918,11199,282,11199,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,579,11200,11445,246,11445,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,578,11446,11724,279,11724,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,577,11725,11983,259,11983,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,576,11984,12238,255,12238,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,575,12239,12526,288,12526,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,574,12527,12747,221,12747,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,573,12748,12990,243,12990,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,572,12991,13261,271,13261,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,571,13262,13548,287,13548,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,570,13549,13831,283,13831,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,569,13832,14108,277,14108,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,568,14109,14366,258,14366,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,567,14367,14664,298,14664,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,566,14665,14943,279,14943,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,565,14944,15216,273,15216,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,564,15217,15520,304,15520,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,563,15521,15839,319,15839,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,562,15840,16142,303,16142,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,561,16143,16442,300,16442,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,560,16443,16747,305,16747,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,559,16748,17056,309,17056,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,558,17057,17392,336,17392,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,557,17393,17724,332,17724,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,556,17725,18037,313,18037,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,555,18038,18368,331,18368,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,554,18369,18673,305,18673,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,553,18674,19023,350,19023,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,552,19024,19358,335,19358,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,551,19359,19711,353,19711,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,550,19712,20043,332,20043,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,549,20044,20383,340,20383,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,548,20384,20706,323,20706,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,547,20707,21046,340,21046,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,546,21047,21407,361,21407,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,545,21408,21776,369,21776,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,544,21777,22148,372,22148,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,543,22149,22542,394,22542,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,542,22543,22909,367,22909,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,541,22910,23274,365,23274,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,540,23275,23650,376,23650,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,539,23651,24024,374,24024,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,538,24025,24376,352,24376,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,537,24377,24750,374,24750,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,536,24751,25124,374,25124,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,535,25125,25529,405,25529,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,534,25530,25918,389,25918,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,533,25919,26287,369,26287,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,532,26288,26664,377,26664,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,531,26665,27050,386,27050,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,530,27051,27447,397,27447,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,529,27448,27853,406,27853,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,528,27854,28266,413,28266,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,527,28267,28698,432,28698,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,526,28699,29103,405,29103,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,525,29104,29493,390,29493,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,524,29494,29897,404,29897,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,523,29898,30304,407,30304,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,522,30305,30719,415,30719,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,521,30720,31143,424,31143,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,520,31144,31552,409,31552,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,519,31553,31976,424,31976,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,518,31977,32434,458,32434,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,517,32435,32881,447,32881,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,516,32882,33296,415,33296,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,515,33297,33738,442,33738,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,514,33739,34183,445,34183,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,513,34184,34631,448,34631,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,512,34632,35119,488,35119,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,511,35120,35580,461,35580,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,510,35581,36007,427,36007,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,509,36008,36482,475,36482,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,508,36483,36919,437,36919,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,507,36920,37366,447,37366,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,506,37367,37825,459,37825,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,505,37826,38333,508,38333,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,504,38334,38768,435,38768,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,503,38769,39250,482,39250,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,502,39251,39688,438,39688,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,501,39689,40207,519,40207,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,500,40208,40696,489,40696,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,499,40697,41180,484,41180,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,498,41181,41691,511,41691,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,497,41692,42153,462,42153,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,496,42154,42640,487,42640,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,495,42641,43091,451,43091,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,494,43092,43561,470,43561,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,493,43562,44017,456,44017,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,492,44018,44464,447,44464,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,491,44465,44960,496,44960,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,490,44961,45449,489,45449,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,489,45450,45960,511,45960,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,488,45961,46426,466,46426,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,487,46427,46881,455,46881,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,486,46882,47359,478,47359,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,485,47360,47855,496,47855,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,484,47856,48349,494,48349,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,483,48350,48819,470,48819,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,482,48820,49313,494,49313,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,481,49314,49850,537,49850,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,480,49851,50358,508,50358,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,479,50359,50863,505,50863,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,478,50864,51380,517,51380,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,477,51381,51853,473,51853,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,476,51854,52357,504,52357,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,475,52358,52878,521,52878,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,474,52879,53344,466,53344,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
2023,重庆,物理,473,53345,53840,496,53840,406,87297,https://gaokao.eol.cn/chong_qing/dongtai/202306/t20230624_2446728.shtml
